datetime,created_at,updated_at,timestamp,zone_name,carbon_intensity_avg,carbon_intensity_direct_avg,carbon_intensity_production_avg,carbon_intensity_discharge_avg,carbon_intensity_import_avg,total_production_avg,total_storage_avg,total_discharge_avg,total_import_avg,total_export_avg,total_consumption_avg,production_sources,power_origin_percent_fossil_avg,power_origin_percent_renewable_avg,power_production_percent_fossil_avg,power_production_percent_renewable_avg,power_production_nuclear_avg,power_production_geothermal_avg,power_production_biomass_avg,power_production_coal_avg,power_production_wind_avg,power_production_solar_avg,power_production_hydro_avg,power_production_gas_avg,power_production_oil_avg,power_production_unknown_avg,power_consumption_nuclear_avg,power_consumption_geothermal_avg,power_consumption_biomass_avg,power_consumption_coal_avg,power_consumption_wind_avg,power_consumption_solar_avg,power_consumption_hydro_avg,power_consumption_gas_avg,power_consumption_oil_avg,power_consumption_unknown_avg,power_consumption_battery_discharge_avg,power_consumption_hydro_discharge_avg,power_net_discharge_battery_avg,power_net_discharge_hydro_avg,power_net_import_MX-NE_avg,carbon_intensity_exchange_MX-NE_avg,power_net_import_MX-NO_avg,carbon_intensity_exchange_MX-NO_avg,power_net_import_US-CENT-SWPP_avg,carbon_intensity_exchange_US-CENT-SWPP_avg,latest_forecasted_wind_x_avg,latest_forecasted_wind_y_avg,latest_forecasted_solar_avg,latest_forecasted_temperature_avg,latest_forecasted_dewpoint_avg,latest_forecasted_precipitation_avg,latest_forecasted_price_avg,latest_forecasted_production_avg,latest_forecasted_consumption_avg,latest_forecasted_power_net_import_MX_avg,latest_forecasted_power_net_import_MX-NE_avg,latest_forecasted_power_net_import_MX-NO_avg,latest_forecasted_power_net_import_US-CENT-SWPP_avg,latest_forecasted_production_solar_avg,latest_forecasted_production_wind_avg
2021-03-24 05:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-05-05T04:33:13.941494+00:00,1616562000.0,US-TEX-ERCO,279.39,228.88,279.69,,233.26,34297.0,,,225.13,0.0,34522.13,eia.gov,44.94,44.08,45.04,43.96,3773.0,,,5472.0,15070.0,0.0,8.0,9941.0,,33.0,3789.53,0.01,0.11,5522.58,15203.42,0.05,13.88,9959.03,0.07,33.47,0.0,0.0,,,2.13,460.86,0.0,,223.0,231.08,-1.82,1.52,8.29,288.36,275.3,0.03,,,35932.0,,,,,,
2021-03-24 06:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-05T04:29:32.707800+00:00,1616565600.0,US-TEX-ERCO,229.89,188.09,229.95,,222.55,32441.0,,,229.45,0.0,32670.45,eia.gov,35.91,52.49,35.96,52.41,3773.0,,,4559.0,16994.0,0.0,9.0,7073.0,,33.0,3790.05,0.01,0.11,4608.13,17133.17,0.06,15.05,7090.3,0.08,33.49,0.0,0.0,,,2.45,460.86,0.0,,227.0,219.98,-2.32,0.66,7.15,286.98,275.69,0.03,,,,,,,,,
2021-03-24 07:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-05T04:30:19.892325+00:00,1616569200.0,US-TEX-ERCO,201.53,162.67,201.35,,226.21,31285.0,,,229.58,0.0,31514.58,eia.gov,31.77,56.21,31.78,56.16,3773.0,,,3581.0,17535.0,0.0,34.0,6331.0,,31.0,3790.17,0.01,0.12,3630.43,17672.55,0.06,40.1,6349.54,0.08,31.53,0.0,0.0,,,2.58,460.86,0.0,,227.0,223.54,-1.69,1.67,0.0,287.19,276.3,0.01,,,,,,,,,
2021-03-24 08:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-05T04:33:19.989019+00:00,1616572800.0,US-TEX-ERCO,197.92,158.99,197.66,,233.53,30586.0,,,229.55,0.0,30815.55,eia.gov,31.48,56.22,31.48,56.18,3773.0,,,3294.0,17174.0,0.0,10.0,6307.0,,28.0,3790.03,0.01,0.11,3344.56,17308.93,0.06,16.13,6327.08,0.08,28.56,0.0,0.0,,,2.55,460.86,0.0,,227.0,230.98,-1.52,1.49,0.0,286.68,276.6,0.03,,,,,,,,,
2021-03-24 09:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-05T04:33:20.275036+00:00,1616576400.0,US-TEX-ERCO,196.02,157.07,195.71,,236.94,30634.0,,,229.28,0.0,30863.28,eia.gov,31.31,56.41,31.31,56.38,3773.0,,,3196.0,17261.0,0.0,10.0,6364.0,,30.0,3789.81,0.01,0.11,3246.88,17394.63,0.05,16.1,6385.09,0.07,30.55,0.0,0.0,,,2.28,460.86,0.0,,227.0,234.69,-2.28,0.25,0.0,285.52,277.17,0.01,,,,,,,,,
2021-03-24 10:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-05-05T04:33:13.941494+00:00,1616580000.0,US-TEX-ERCO,200.27,160.36,199.98,,240.24,31340.0,,,227.45,0.0,31567.45,eia.gov,32.2,55.8,32.19,55.77,3772.0,,,3274.0,17470.0,0.0,9.0,6788.0,,27.0,3788.35,0.01,0.11,3323.43,17599.81,0.06,15.84,6812.27,0.08,27.51,0.0,0.0,,,2.45,460.86,0.0,,225.0,237.84,-1.11,0.88,0.0,285.67,277.32,0.09,,,,,,,,,
2021-03-24 11:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-05T04:33:20.275036+00:00,1616583600.0,US-TEX-ERCO,226.52,180.94,226.43,,248.45,33217.0,,,128.42,0.0,33345.42,eia.gov,37.53,51.13,37.54,51.1,3772.0,,,3557.0,16966.0,0.0,9.0,8888.0,,25.0,3780.94,0.01,0.07,3584.49,17033.83,0.05,16.22,8904.37,0.11,25.32,0.0,0.0,,,2.42,460.86,0.0,,126.0,244.38,-1.2,0.51,0.0,285.12,277.71,0.11,,,,,,,,,
2021-03-24 12:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-05T04:33:20.275036+00:00,1616587200.0,US-TEX-ERCO,271.06,217.01,271.05,,313.66,36214.0,,,10.6,0.0,36224.6,eia.gov,45.99,43.6,45.99,43.6,3772.0,,,4336.0,15779.0,0.0,9.0,12293.0,,25.0,3772.79,0.01,0.05,4338.79,15783.18,0.06,9.84,12294.77,0.08,25.04,0.0,0.0,,,2.6,460.86,0.0,,8.0,265.82,-2.37,-0.47,0.0,284.45,277.85,0.03,,,,,,,,,
2021-03-24 13:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-05-05T04:29:32.707800+00:00,1616590800.0,US-TEX-ERCO,304.99,246.59,304.98,,353.75,38056.0,,,5.0,0.0,38061.0,eia.gov,51.35,38.74,51.35,38.74,3773.0,,,5508.0,14722.0,12.0,9.0,14003.0,,29.0,3773.4,0.01,0.04,5509.48,14723.55,12.04,9.47,14003.93,0.06,29.02,0.0,0.0,,,2.0,460.86,0.0,,3.0,282.35,-1.37,0.03,9.59,284.66,278.49,0.06,,,,,,,,,
2021-03-24 14:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-05T04:33:19.989019+00:00,1616594400.0,US-TEX-ERCO,310.78,250.36,310.78,,368.61,38319.0,,,5.18,0.0,38324.18,eia.gov,52.41,37.75,52.41,37.75,3772.0,,,5533.0,13475.0,957.0,33.0,14524.0,,25.0,3772.42,0.01,0.04,5534.59,13476.46,957.05,33.51,14525.02,0.07,25.03,0.0,0.0,,,2.18,460.86,0.0,,3.0,301.47,-1.35,0.09,66.12,286.66,279.3,0.13,,,,,,,,,
2021-03-24 15:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-05T04:30:19.892325+00:00,1616598000.0,US-TEX-ERCO,285.33,225.99,285.32,,370.2,38640.0,,,5.17,0.0,38645.17,eia.gov,48.2,42.03,48.2,42.03,3773.0,,,4703.0,12798.0,3396.0,48.0,13891.0,,31.0,3773.42,0.01,0.04,4704.6,12799.44,3396.05,48.51,13892.02,0.07,31.03,0.0,0.0,,,2.17,460.86,0.0,,3.0,304.71,-2.92,-0.39,131.76,287.57,278.99,0.07,,,,,,,,,
2021-03-24 16:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-05-05T04:33:13.941494+00:00,1616601600.0,US-TEX-ERCO,280.15,220.38,280.14,,460.86,38899.0,,,2.15,6.0,38895.15,eia.gov,47.74,42.56,47.74,42.56,3773.0,,,4346.0,12682.0,3778.0,96.0,14193.0,,31.0,3772.64,0.01,0.04,4346.15,12680.15,3777.46,96.32,14191.31,0.06,31.01,0.0,0.0,,,2.15,460.86,0.0,,-6.0,280.15,-0.17,-0.05,223.47,289.97,279.14,0.24,,,,,,,,,
2021-03-24 17:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-05T04:33:20.275036+00:00,1616605200.0,US-TEX-ERCO,297.79,234.7,297.78,,460.86,38946.0,,,2.47,77.0,38871.47,eia.gov,50.91,39.4,50.91,39.4,3773.0,,,4613.0,11152.0,4088.0,105.0,15192.0,,23.0,3765.79,0.01,0.04,4604.82,11130.07,4079.97,105.18,15162.54,0.07,22.97,0.0,0.0,,,2.47,460.86,0.0,,-77.0,297.79,0.1,0.29,298.36,291.25,278.97,0.32,,,,,,,,,
2021-03-24 18:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-05T04:30:19.892325+00:00,1616608800.0,US-TEX-ERCO,318.73,252.55,318.73,,460.86,38990.0,,,2.15,77.0,38915.15,eia.gov,54.29,36.03,54.29,36.03,3773.0,,,5153.0,9616.0,4371.0,61.0,15994.0,,22.0,3765.77,0.01,0.04,5143.64,9597.11,4362.42,61.22,15962.91,0.06,21.97,0.0,0.0,,,2.15,460.86,0.0,,-77.0,318.73,-1.65,0.83,349.18,291.45,278.53,0.24,,,,,,,,,
2021-03-24 19:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-05T04:33:13.941494+00:00,1616612400.0,US-TEX-ERCO,349.56,279.09,349.51,,460.86,39179.0,,,18.78,77.0,39120.78,eia.gov,59.34,31.03,59.34,31.03,3772.0,,,5961.0,7756.0,4392.0,10.0,17261.0,,27.0,3766.5,0.06,0.33,5956.41,7741.66,4383.78,12.94,17231.44,0.56,27.09,0.0,0.0,,,18.78,460.86,0.0,,-77.0,349.56,0.75,0.7,729.83,293.23,278.46,0.11,,,,,,,,,
2021-03-24 20:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-05T04:33:20.275036+00:00,1616616000.0,US-TEX-ERCO,375.5,302.4,375.46,,460.86,39396.0,,,21.0,76.0,39341.0,eia.gov,63.04,27.38,63.04,27.38,3772.0,,,6970.0,6250.0,4526.0,12.0,17848.0,,18.0,3766.87,0.06,0.37,6964.53,6238.95,4517.73,15.29,17818.45,0.63,18.13,0.0,0.0,,,21.0,460.86,0.0,,-76.0,375.5,1.1,0.65,726.61,293.68,278.32,0.26,,,,,,,,,
2021-03-24 21:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-05T04:29:32.707800+00:00,1616619600.0,US-TEX-ERCO,393.39,317.29,393.35,,460.86,39551.0,,,21.0,6.0,39566.0,eia.gov,66.2,24.27,66.2,24.26,3771.0,,,7324.0,4965.0,4579.0,53.0,18842.0,,17.0,3772.57,0.06,0.37,7330.87,4965.25,4578.77,56.31,18844.01,0.63,17.16,0.0,0.0,,,21.0,460.86,0.0,,-6.0,393.39,-0.98,1.2,645.27,293.0,277.95,0.31,,,,,,,,,
2021-03-24 22:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-05T04:29:32.707800+00:00,1616623200.0,US-TEX-ERCO,399.9,322.51,399.87,,460.86,39913.0,,,21.0,2.0,39932.0,eia.gov,67.62,22.93,67.62,22.93,3771.0,,,7384.0,4794.0,4305.0,53.0,19582.0,,24.0,3772.95,0.06,0.37,7391.61,4794.76,4305.25,56.32,19585.89,0.63,24.16,0.0,0.0,,,21.0,460.86,0.0,,-2.0,399.9,1.38,0.15,668.18,293.86,278.17,0.6,,,,,,,,,
2021-03-24 23:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-05T04:29:32.707800+00:00,1616626800.0,US-TEX-ERCO,399.21,322.39,399.09,,471.19,40068.0,,,65.83,0.0,40133.83,eia.gov,67.71,22.88,67.71,22.88,3771.0,,,7351.0,5652.0,3461.0,54.0,19746.0,,33.0,3775.82,0.04,0.23,7378.78,5663.31,3461.37,59.5,19761.13,0.38,33.29,0.0,0.0,,,11.83,460.86,0.0,,54.0,473.45,1.33,-0.47,612.64,293.37,278.48,0.83,,,,,,,,,
2021-03-25 00:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-05T04:33:13.941494+00:00,1616630400.0,US-TEX-ERCO,375.88,304.17,375.57,,489.87,39921.0,,,109.0,0.0,40030.0,eia.gov,63.65,26.91,63.64,26.92,3771.0,,,6988.0,8614.0,2079.0,53.0,18395.0,,21.0,3778.13,0.03,0.23,7035.89,8631.42,2079.44,61.46,18421.59,0.36,21.45,0.0,0.0,,,11.0,460.86,0.0,,98.0,493.12,-0.63,-0.07,475.25,291.37,279.27,0.73,,,,,,,,,
2021-03-25 01:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-05T04:33:20.275036+00:00,1616634000.0,US-TEX-ERCO,333.52,268.33,333.5,,478.33,40363.0,,,5.53,0.0,40368.53,eia.gov,57.33,33.33,57.32,33.33,3771.0,,,5808.0,13136.0,265.0,53.0,17312.0,,18.0,3771.47,0.01,0.06,5810.25,13136.48,265.08,53.69,17313.35,0.11,18.03,0.0,0.0,,,3.53,460.86,0.0,,2.0,509.19,0.57,-1.23,38.76,289.78,278.83,0.31,,,,,,,,,
2021-03-25 02:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-05T04:29:32.707800+00:00,1616637600.0,US-TEX-ERCO,310.62,249.21,310.62,,460.86,40895.0,,,0.0,26.8,40868.2,eia.gov,53.41,37.37,53.41,37.37,3771.0,,,5399.0,15229.0,0.0,52.0,16425.0,,19.0,3768.53,0.0,0.01,5395.55,15218.91,0.01,52.02,16414.18,0.01,18.99,0.0,0.0,,,-24.8,312.68,0.0,,-2.0,310.62,0.32,-1.61,19.42,288.69,279.24,0.47,,,,,,,,,
2021-03-25 03:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-05T04:33:19.989019+00:00,1616641200.0,US-TEX-ERCO,289.39,232.2,289.38,,460.86,39998.0,,,0.0,3.58,39994.42,eia.gov,49.29,41.28,49.29,41.28,3771.0,,,5097.0,16500.0,0.0,12.0,14593.0,,25.0,3770.67,0.0,0.03,5096.91,16498.0,0.03,12.22,14591.5,0.04,25.01,0.0,0.0,,,-2.58,334.48,0.0,,-1.0,289.39,-0.98,-0.74,10.3,287.98,280.8,0.63,,,,,,,,,
2021-03-25 04:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-05T04:33:19.989019+00:00,1616644800.0,US-TEX-ERCO,277.82,223.61,277.81,,460.86,37637.0,,,2.15,1.0,37638.15,eia.gov,46.69,43.29,46.69,43.29,3771.0,,,4890.0,16283.0,0.0,9.0,12653.0,,31.0,3771.12,0.01,0.04,4890.69,16282.67,0.05,9.34,12653.16,0.06,31.02,0.0,0.0,,,2.15,460.86,0.0,,-1.0,277.82,0.37,-1.53,9.7,287.26,279.68,0.62,,,,,,,,,
2021-03-25 05:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-05T04:33:20.275036+00:00,1616648400.0,US-TEX-ERCO,293.72,237.97,293.7,,460.86,34896.0,,,2.5,0.0,34898.5,eia.gov,48.96,40.24,48.95,40.24,3771.0,,,5074.0,14033.0,0.0,9.0,11989.0,,20.0,3771.25,0.01,0.04,5074.95,14033.12,0.05,9.39,11989.58,0.07,20.02,0.0,0.0,,,2.5,460.86,0.0,,0.0,,0.55,-1.54,7.76,286.57,279.95,0.65,,,,,,,,,
2021-03-25 06:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-05T04:33:13.941494+00:00,1616652000.0,US-TEX-ERCO,293.65,237.21,293.63,,469.58,32852.0,,,3.47,0.0,32855.47,eia.gov,49.29,39.23,49.29,39.23,3770.0,,,4603.0,12880.0,0.0,9.0,11563.0,,27.0,3770.28,0.01,0.04,4604.41,12880.38,0.05,9.42,11563.76,0.07,27.02,0.0,0.0,,,2.47,460.86,0.0,,1.0,491.07,0.21,-0.77,5.15,286.59,281.36,2.02,,,33689.0,,,,,,
2021-03-25 07:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-05T04:30:19.892325+00:00,1616655600.0,US-TEX-ERCO,329.47,267.58,329.46,,504.96,31581.0,,,2.0,9.6,31573.4,eia.gov,55.39,32.68,55.38,32.68,3770.0,,,5065.0,10268.0,0.0,52.0,12411.0,,15.0,3768.92,0.0,0.0,5064.46,10265.34,0.0,52.06,12407.61,0.0,15.0,0.0,0.0,,,-9.6,330.81,0.0,,2.0,507.16,,,,,,,,,32156.0,,,,,,
2021-03-25 08:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-05T04:33:19.989019+00:00,1616659200.0,US-TEX-ERCO,350.81,286.27,350.8,,527.43,30994.0,,,1.0,6.12,30988.88,eia.gov,58.72,29.12,58.72,29.12,3770.0,,,5475.0,9015.0,0.0,9.0,12709.0,,16.0,3769.29,0.0,0.0,5474.43,9013.43,0.0,9.03,12706.7,0.0,16.0,0.0,0.0,,,-6.12,350.81,0.0,,1.0,527.43,,,,,,,,,31102.0,,,,,,
2021-03-25 09:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-05T04:33:13.941494+00:00,1616662800.0,US-TEX-ERCO,354.29,288.81,354.28,,541.57,30603.0,,,2.0,10.23,30594.77,eia.gov,59.53,28.15,59.53,28.15,3770.0,,,5372.0,8607.0,0.0,9.0,12832.0,,13.0,3768.8,0.0,0.0,5371.23,8604.5,0.0,9.05,12828.18,0.0,13.0,0.0,0.0,,,-10.23,354.29,0.0,,2.0,541.57,1.72,-1.22,0.0,285.31,280.87,0.81,,,30887.0,,,,,,
2021-03-25 10:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-05T04:33:19.989019+00:00,1616666400.0,US-TEX-ERCO,378.05,309.82,378.05,,,30939.0,,,0.0,56.42,30882.58,eia.gov,63.13,24.68,63.13,24.68,3770.0,,,6040.0,7627.0,0.0,9.0,13480.0,,13.0,3763.13,0.0,0.0,6028.99,7613.09,0.0,8.98,13455.42,0.0,12.98,0.0,0.0,,,-5.42,378.05,0.0,,-51.0,378.05,,,,,,,,,31221.0,,,,,,
2021-03-25 11:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-05T04:33:13.941494+00:00,1616670000.0,US-TEX-ERCO,374.04,306.34,374.03,,460.86,32706.0,,,0.55,250.0,32456.55,eia.gov,62.49,25.98,62.49,25.98,3770.0,,,6291.0,8487.0,0.0,10.0,14133.0,,15.0,3741.23,0.0,0.03,6243.3,8421.95,0.03,10.16,14024.91,0.04,14.9,0.0,0.0,,,0.55,427.19,0.0,,-250.0,374.04,,,,,,,,,32704.0,,,,,,
2021-03-25 12:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-05T04:30:19.892325+00:00,1616673600.0,US-TEX-ERCO,372.62,303.86,372.62,,460.86,35393.0,,,2.0,183.0,35212.0,eia.gov,62.91,26.44,62.91,26.44,3771.0,,,6442.0,9348.0,0.0,9.0,15804.0,,19.0,3751.71,0.01,0.03,6409.45,9299.76,0.04,9.27,15722.75,0.06,18.92,0.0,0.0,,,2.0,460.86,0.0,,-183.0,372.62,2.54,-1.29,0.0,284.14,279.97,1.25,,,35290.0,,,,,,
2021-03-25 13:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-05-05T04:29:32.707800+00:00,1616677200.0,US-TEX-ERCO,373.56,305.38,373.56,,460.86,37208.0,,,2.48,76.0,37134.48,eia.gov,62.69,27.18,62.69,27.18,3768.0,,,6988.0,10094.0,9.0,10.0,16310.0,,29.0,3760.56,0.01,0.04,6974.67,10073.5,9.04,10.37,16277.26,0.07,28.96,0.0,0.0,,,2.48,460.86,0.0,,-76.0,373.56,,,,,,,,,37033.0,,,,,,
2021-03-25 14:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-05T04:33:20.275036+00:00,1616680800.0,US-TEX-ERCO,348.47,282.21,348.47,,460.86,37550.0,,,2.17,129.0,37423.17,eia.gov,58.6,31.36,58.6,31.36,3768.0,,,6285.0,10295.0,1449.0,33.0,15701.0,,19.0,3755.28,0.01,0.04,6264.23,10259.74,1444.07,33.23,15647.56,0.06,18.95,0.0,0.0,,,2.17,460.86,0.0,,-129.0,348.47,3.22,-1.65,50.21,284.86,279.53,0.46,,,37372.0,,,,,,
2021-03-25 15:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-05T04:29:32.707800+00:00,1616684400.0,US-TEX-ERCO,307.74,243.86,307.72,,488.48,37773.0,,,4.22,0.0,37777.22,eia.gov,52.1,37.93,52.1,37.93,3768.0,,,4932.0,10062.0,4229.0,35.0,14718.0,,29.0,3768.28,0.01,0.04,4933.8,10062.46,4229.06,35.47,14719.0,0.07,29.02,0.0,0.0,,,2.22,460.86,0.0,,2.0,519.08,3.52,-1.97,123.56,286.07,279.28,0.53,,,37977.0,,,,,,
2021-03-25 16:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-05T04:33:19.989019+00:00,1616688000.0,US-TEX-ERCO,292.25,229.59,292.24,,460.86,38227.0,,,1.95,22.0,38206.95,eia.gov,49.72,40.42,49.72,40.42,3769.0,,,4458.0,10466.0,4845.0,140.0,14525.0,,24.0,3767.03,0.01,0.03,4456.18,10460.07,4842.25,140.23,14517.09,0.06,24.0,0.0,0.0,,,1.95,460.86,0.0,,-22.0,292.25,4.5,-2.36,213.87,287.61,278.35,0.96,,,38582.0,,,,,,
2021-03-25 17:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-05T04:33:19.989019+00:00,1616691600.0,US-TEX-ERCO,279.41,218.57,279.39,,460.86,38642.0,,,2.82,74.0,38570.82,eia.gov,47.57,42.68,47.57,42.68,3769.0,,,4205.0,11373.0,4952.0,167.0,14153.0,,23.0,3762.07,0.01,0.05,4198.02,11351.36,4942.58,167.12,14126.55,0.08,22.98,0.0,0.0,,,2.82,460.86,0.0,,-74.0,279.41,4.36,-2.11,290.1,288.93,277.95,0.72,,,39100.0,,,,,,
2021-03-25 18:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-05T04:30:19.892325+00:00,1616695200.0,US-TEX-ERCO,269.51,211.37,269.5,,460.86,39092.0,,,2.15,90.0,39004.15,eia.gov,45.89,44.47,45.88,44.47,3769.0,,,4155.0,13399.0,3863.0,124.0,13756.0,,26.0,3760.54,0.01,0.04,4146.25,13368.26,3854.15,124.05,13724.83,0.06,25.96,0.0,0.0,,,2.15,460.86,0.0,,-90.0,269.51,4.6,-1.92,372.47,290.41,277.29,0.8,,,39460.0,,,,,,
2021-03-25 19:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-05T04:29:32.707800+00:00,1616698800.0,US-TEX-ERCO,270.25,211.3,270.24,,460.86,39691.0,,,2.28,205.0,39488.28,eia.gov,46.07,44.44,46.07,44.44,3769.0,,,4143.0,13062.0,4547.0,29.0,14114.0,,27.0,3749.77,0.01,0.04,4122.47,12994.65,4523.57,29.21,14041.63,0.07,26.88,0.0,0.0,,,2.28,460.86,0.0,,-205.0,270.25,4.54,-1.64,853.56,291.63,276.49,0.05,,,39825.0,,,,,,
2021-03-25 20:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-05T04:30:19.892325+00:00,1616702400.0,US-TEX-ERCO,289.31,226.19,289.3,,460.86,40130.0,,,2.35,295.0,39837.35,eia.gov,49.76,40.85,49.76,40.85,3770.0,,,4319.0,11376.0,5004.0,12.0,15629.0,,20.0,3742.53,0.01,0.04,4288.14,11292.49,4967.27,12.28,15514.66,0.07,19.87,0.0,0.0,,,2.35,460.86,0.0,,-295.0,289.31,4.4,-1.38,862.92,292.6,275.77,0.1,,,40157.0,,,,,,
2021-03-25 21:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-05T04:29:32.707800+00:00,1616706000.0,US-TEX-ERCO,319.28,250.9,319.22,,460.86,40416.0,,,16.6,162.0,40270.6,eia.gov,55.22,35.45,55.22,35.45,3769.0,,,4811.0,9261.0,5016.0,52.0,17488.0,,19.0,3755.59,0.05,0.29,4798.01,9224.68,4996.27,54.4,17421.77,0.5,19.05,0.0,0.0,,,16.6,460.86,0.0,,-162.0,319.28,4.05,-0.96,837.99,293.13,275.3,0.14,,,40586.0,,,,,,
2021-03-25 22:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-05T04:33:13.941494+00:00,1616709600.0,US-TEX-ERCO,344.31,272.42,344.25,,460.86,40804.0,,,21.0,122.0,40703.0,eia.gov,59.35,31.41,59.35,31.41,3769.0,,,5511.0,7738.0,5026.0,53.0,18690.0,,17.0,3759.87,0.06,0.37,5502.49,7715.88,5011.44,56.15,18639.0,0.63,17.11,0.0,0.0,,,21.0,460.86,0.0,,-122.0,344.31,3.52,-0.68,789.84,293.41,274.83,0.14,,,41152.0,,,,,,
2021-03-25 23:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-05-05T04:29:32.707800+00:00,1616713200.0,US-TEX-ERCO,370.14,296.1,370.05,,460.86,40886.0,,,40.9,4.0,40922.9,eia.gov,62.96,27.82,62.96,27.82,3770.0,,,6602.0,6511.0,4813.0,52.0,19119.0,,19.0,3773.8,0.13,0.72,6616.9,6512.32,4813.43,58.46,19126.62,1.23,19.31,0.0,0.0,,,40.9,460.86,0.0,,-4.0,370.14,2.69,-0.31,722.45,293.25,274.69,0.15,,,41471.0,,,,,,
2021-03-26 00:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-05T04:33:19.989019+00:00,1616716800.0,US-TEX-ERCO,394.43,317.86,394.17,,498.3,40402.0,,,103.97,0.0,40505.97,eia.gov,67.07,23.61,67.06,23.61,3770.0,,,7180.0,5864.0,3622.0,53.0,19884.0,,29.0,3776.82,0.16,0.93,7225.24,5874.35,3623.22,64.52,19909.59,1.56,29.58,0.0,0.0,,,51.97,460.86,0.0,,52.0,535.72,1.31,-0.01,640.86,292.3,275.39,0.15,,,41036.0,,,,,,
2021-03-26 01:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-05T04:33:13.941494+00:00,1616720400.0,US-TEX-ERCO,432.01,350.47,431.71,,507.52,39778.0,,,161.37,0.0,39939.37,eia.gov,74.53,16.02,74.54,15.98,3769.0,,,7561.0,5535.0,769.0,53.0,22063.0,,28.0,3774.31,0.03,0.25,7635.03,5563.57,769.23,64.56,22103.4,0.32,28.67,0.0,0.0,,,10.37,460.86,0.0,,151.0,510.72,0.09,0.0,43.96,289.62,274.84,0.0,,,40620.0,,,,,,
2021-03-26 02:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-05T04:33:19.989019+00:00,1616724000.0,US-TEX-ERCO,431.52,350.3,431.33,,476.51,40194.0,,,166.18,0.0,40360.18,eia.gov,74.71,15.94,74.75,15.88,3769.0,,,7555.0,6326.0,0.0,55.0,22460.0,,29.0,3773.82,0.01,0.11,7628.43,6367.71,0.05,64.19,22496.17,0.07,29.64,0.0,0.0,,,2.18,460.86,0.0,,164.0,476.72,-0.56,0.21,22.01,288.61,274.64,0.0,,,41165.0,,,,,,
